case_id,stage,financing_initiation_prediction,financing_initiation_correct,financing_completion_prediction,deal_type_prediction,deal_type_correct,valuation_direction_prediction,valuation_direction_correct,deal_size_prediction,deal_size_true,deal_size_abs_error,deal_size_abs_pct_error,deal_size_within_tolerance,post_money_valuation_prediction,post_money_valuation_true,post_money_valuation_abs_error,post_money_valuation_abs_pct_error,post_money_valuation_within_tolerance,investor_ownership_prediction,investor_ownership_true,investor_ownership_abs_error,investor_ownership_abs_pct_error,investor_ownership_within_tolerance
11830986_549655044T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,110.75,17.607315,93.142685,5.289999355381556,False,269.642857,,,,,23.163265,,,,
11830986_549655044T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,110.75,17.607315,93.142685,5.289999355381556,False,269.642857,,,,,23.163265,,,,
11830986_549655044T,final,raise_now,True,likely_complete,early stage vc,True,up,,110.75,17.607315,93.142685,5.289999355381556,False,269.642857,,,,,23.163265,,,,
11830986_069610272T,initial,raise_now,True,likely_complete,early stage vc,True,up,,10.0,23.0,13.0,0.5652173913043478,False,50.0,,,,,20.0,,,,
11830986_069610272T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,10.0,23.0,13.0,0.5652173913043478,False,50.0,,,,,20.0,,,,
11830986_069610272T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,10.0,23.0,13.0,0.5652173913043478,False,50.0,,,,,20.0,,,,
11830986_069610272T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,10.0,23.0,13.0,0.5652173913043478,False,50.0,,,,,20.0,,,,
11830986_069610272T,final,raise_now,True,likely_complete,early stage vc,True,up,,10.0,23.0,13.0,0.5652173913043478,False,50.0,,,,,20.0,,,,
11830986_789374083T,initial,raise_now,True,likely_complete,early stage vc,True,up,,30.0,350.0,320.0,0.9142857142857143,False,200.0,1100.0,900.0,0.8181818181818182,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False
11830986_789374083T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,30.0,350.0,320.0,0.9142857142857143,False,200.0,1100.0,900.0,0.8181818181818182,False,25.0,77.27272727,52.272727270000004,0.6764705882238754,False
11830986_789374083T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,28.571429,350.0,321.428571,0.9183673457142857,False,189.285714,1100.0,910.714286,0.8279220781818182,False,24.642857,77.27272727,52.629870270000005,0.6810924388122739,False
11830986_789374083T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,28.571429,350.0,321.428571,0.9183673457142857,False,189.285714,1100.0,910.714286,0.8279220781818182,False,24.642857,77.27272727,52.629870270000005,0.6810924388122739,False
11830986_789374083T,final,raise_now,True,likely_complete,early stage vc,True,up,,28.571429,350.0,321.428571,0.9183673457142857,False,189.285714,1100.0,910.714286,0.8279220781818182,False,24.642857,77.27272727,52.629870270000005,0.6810924388122739,False
11830986_816183250T,initial,raise_now,True,likely_complete,early stage vc,False,up,True,50.0,250.0,200.0,0.8,False,150.0,2250.0,2100.0,0.9333333333333333,False,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_816183250T,round_1,raise_now,True,likely_complete,early stage vc,False,up,True,50.0,250.0,200.0,0.8,False,150.0,2250.0,2100.0,0.9333333333333333,False,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_816183250T,round_2,raise_now,True,likely_complete,early stage vc,False,up,True,50.0,250.0,200.0,0.8,False,150.0,2250.0,2100.0,0.9333333333333333,False,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_816183250T,round_3,raise_now,True,likely_complete,early stage vc,False,up,True,50.0,250.0,200.0,0.8,False,150.0,2250.0,2100.0,0.9333333333333333,False,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_816183250T,final,raise_now,True,likely_complete,early stage vc,False,up,True,50.0,250.0,200.0,0.8,False,150.0,2250.0,2100.0,0.9333333333333333,False,25.0,78.22066854,53.220668540000005,0.6803913790737335,False
11830986_293087727T,initial,raise_now,True,likely_complete,later stage vc,True,up,,250.0,100.0,150.0,1.5,False,2750.0,,,,,23.846154,,,,
11830986_293087727T,round_1,raise_now,True,likely_complete,later stage vc,True,up,,250.0,100.0,150.0,1.5,False,2750.0,,,,,23.31361,,,,
11830986_293087727T,round_2,raise_now,True,likely_complete,later stage vc,True,up,,250.0,100.0,150.0,1.5,False,2750.0,,,,,22.79472,,,,
11830986_293087727T,round_3,raise_now,True,likely_complete,later stage vc,True,up,,250.0,100.0,150.0,1.5,False,2750.0,,,,,22.79472,,,,
11830986_293087727T,final,raise_now,True,likely_complete,later stage vc,True,up,,250.0,100.0,150.0,1.5,False,2750.0,,,,,22.79472,,,,
11982935_342853943T,initial,raise_now,True,likely_complete,seed round,True,up,,9.357143,,,,,47.142857,,,,,20.357143,,,,
11982935_342853943T,round_1,raise_now,True,likely_complete,seed round,True,up,,10.0,,,,,50.0,,,,,20.0,,,,
11982935_342853943T,round_2,raise_now,True,likely_complete,seed round,True,up,,10.0,,,,,50.0,,,,,20.0,,,,
11982935_342853943T,round_3,raise_now,True,likely_complete,seed round,True,up,,10.0,,,,,50.0,,,,,20.0,,,,
11982935_342853943T,final,raise_now,True,likely_complete,seed round,True,up,,10.0,,,,,50.0,,,,,20.0,,,,
26050294_545686821T,initial,raise_now,True,likely_complete,early stage vc,True,up,,10.0,0.82633477,9.17366523,11.101632852748045,False,50.0,,,,,20.0,,,,
26050294_545686821T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,10.0,0.82633477,9.17366523,11.101632852748045,False,50.0,,,,,20.0,,,,
26050294_545686821T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,10.0,0.82633477,9.17366523,11.101632852748045,False,50.0,,,,,20.0,,,,
26050294_545686821T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,10.0,0.82633477,9.17366523,11.101632852748045,False,50.0,,,,,20.0,,,,
26050294_545686821T,final,raise_now,True,likely_complete,early stage vc,True,up,,10.0,0.82633477,9.17366523,11.101632852748045,False,50.0,,,,,20.0,,,,
55845274_951718297T,initial,raise_now,True,likely_complete,seed round,True,up,,9.357143,0.7,8.657143000000001,12.367347142857145,False,47.142857,,,,,20.357143,,,,
55845274_951718297T,round_1,raise_now,True,likely_complete,seed round,True,up,,9.357143,0.7,8.657143000000001,12.367347142857145,False,47.142857,,,,,20.357143,,,,
55845274_951718297T,round_2,raise_now,True,likely_complete,seed round,True,up,,10.0,0.7,9.3,13.285714285714288,False,50.0,,,,,20.0,,,,
55845274_951718297T,round_3,raise_now,True,likely_complete,seed round,True,up,,10.0,0.7,9.3,13.285714285714288,False,50.0,,,,,20.0,,,,
55845274_951718297T,final,raise_now,True,likely_complete,seed round,True,up,,10.0,0.7,9.3,13.285714285714288,False,50.0,,,,,20.0,,,,
55845274_269156833T,initial,raise_now,True,likely_complete,early stage vc,False,up,,1.028571,3.142495,2.113924,0.6726896940170152,False,5.0,15.697907,10.697907,0.6814862006763067,False,23.928571,20.01856074,3.91001026,0.1953192495096428,True
55845274_269156833T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,1.028571,3.142495,2.113924,0.6726896940170152,False,5.0,15.697907,10.697907,0.6814862006763067,False,22.5,20.01856074,2.4814392599999984,0.12395692638590751,True
55845274_269156833T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,1.028571,3.142495,2.113924,0.6726896940170152,False,5.0,15.697907,10.697907,0.6814862006763067,False,22.5,20.01856074,2.4814392599999984,0.12395692638590751,True
55845274_269156833T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,1.028571,3.142495,2.113924,0.6726896940170152,False,5.0,15.697907,10.697907,0.6814862006763067,False,22.5,20.01856074,2.4814392599999984,0.12395692638590751,True
55845274_269156833T,final,raise_now,True,likely_complete,early stage vc,False,up,,1.028571,3.142495,2.113924,0.6726896940170152,False,5.0,15.697907,10.697907,0.6814862006763067,False,22.5,20.01856074,2.4814392599999984,0.12395692638590751,True
56698470_648838575T,initial,raise_now,True,likely_complete,seed round,False,up,,6.142857,,,,,31.071429,15.0,16.071429,1.0714286,False,23.571429,,,,
56698470_648838575T,round_1,raise_now,True,likely_complete,seed round,False,up,,6.357143,,,,,32.142857,15.0,17.142857,1.1428571333333333,False,23.571429,,,,
56698470_648838575T,round_2,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,15.0,35.0,2.3333333333333335,False,20.0,,,,
56698470_648838575T,round_3,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,15.0,35.0,2.3333333333333335,False,20.0,,,,
56698470_648838575T,final,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,15.0,35.0,2.3333333333333335,False,20.0,,,,
56698470_418076218T,initial,raise_now,True,likely_complete,early stage vc,True,up,,10.0,0.37,9.63,26.027027027027028,False,50.0,,,,,20.0,,,,
56698470_418076218T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,10.0,0.37,9.63,26.027027027027028,False,50.0,,,,,20.0,,,,
56698470_418076218T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,10.0,0.37,9.63,26.027027027027028,False,50.0,,,,,20.0,,,,
56698470_418076218T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,10.0,0.37,9.63,26.027027027027028,False,50.0,,,,,20.0,,,,
56698470_418076218T,final,raise_now,True,likely_complete,early stage vc,True,up,,10.0,0.37,9.63,26.027027027027028,False,50.0,,,,,20.0,,,,
65829781_596811480T,initial,raise_now,True,likely_complete,early stage vc,True,up,,9.642857,,,,,48.214286,,,,,20.357143,,,,
65829781_596811480T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,9.642857,,,,,48.214286,,,,,20.357143,,,,
65829781_596811480T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,9.642857,,,,,48.214286,,,,,20.357143,,,,
65829781_596811480T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,9.642857,,,,,48.214286,,,,,20.357143,,,,
65829781_596811480T,final,raise_now,True,likely_complete,early stage vc,True,up,,9.642857,,,,,48.214286,,,,,20.357143,,,,
65829781_005051561T,initial,raise_now,True,likely_complete,early stage vc,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
65829781_005051561T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
65829781_005051561T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
65829781_005051561T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
65829781_005051561T,final,raise_now,True,likely_complete,early stage vc,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
82237047_660939529T,initial,raise_now,True,likely_complete,early stage vc,False,up,,10.0,0.23692996,9.76307004,41.206566024828604,False,50.0,,,,,20.0,,,,
82237047_660939529T,round_1,raise_now,True,likely_complete,seed round,True,up,,10.0,0.23692996,9.76307004,41.206566024828604,False,50.0,,,,,20.0,,,,
82237047_660939529T,round_2,raise_now,True,likely_complete,seed round,True,up,,10.0,0.23692996,9.76307004,41.206566024828604,False,50.0,,,,,20.0,,,,
82237047_660939529T,round_3,raise_now,True,likely_complete,seed round,True,up,,10.0,0.23692996,9.76307004,41.206566024828604,False,50.0,,,,,20.0,,,,
82237047_660939529T,final,raise_now,True,likely_complete,seed round,True,up,,10.0,0.23692996,9.76307004,41.206566024828604,False,50.0,,,,,20.0,,,,
82237047_094939993T,initial,raise_now,True,likely_complete,early stage vc,True,up,,0.5,0.8,0.30000000000000004,0.37500000000000006,True,0.5,4.3,3.8,0.8837209302325582,False,20.0,,,,
82237047_094939993T,round_1,raise_now,True,likely_complete,seed round,False,up,,0.5,0.8,0.30000000000000004,0.37500000000000006,True,0.5,4.3,3.8,0.8837209302325582,False,20.0,,,,
82237047_094939993T,round_2,raise_now,True,likely_complete,seed round,False,up,,0.5,0.8,0.30000000000000004,0.37500000000000006,True,0.5,4.3,3.8,0.8837209302325582,False,20.0,,,,
82237047_094939993T,round_3,raise_now,True,likely_complete,seed round,False,up,,0.5,0.8,0.30000000000000004,0.37500000000000006,True,0.5,4.3,3.8,0.8837209302325582,False,20.0,,,,
82237047_094939993T,final,raise_now,True,likely_complete,seed round,False,up,,0.5,0.8,0.30000000000000004,0.37500000000000006,True,0.5,4.3,3.8,0.8837209302325582,False,20.0,,,,
82237047_302141975T,initial,raise_now,True,likely_complete,early stage vc,False,up,,10.0,2.55275491,7.44724509,2.917336506072963,False,50.0,,,,,20.0,,,,
82237047_302141975T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,10.0,2.55275491,7.44724509,2.917336506072963,False,50.0,,,,,20.0,,,,
82237047_302141975T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,10.0,2.55275491,7.44724509,2.917336506072963,False,50.0,,,,,20.0,,,,
82237047_302141975T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,10.0,2.55275491,7.44724509,2.917336506072963,False,50.0,,,,,20.0,,,,
82237047_302141975T,final,raise_now,True,likely_complete,early stage vc,False,up,,10.0,2.55275491,7.44724509,2.917336506072963,False,50.0,,,,,20.0,,,,
87512028_605122136T,initial,raise_now,True,likely_complete,seed round,False,up,,9.357143,,,,,47.142857,,,,,20.357143,,,,
87512028_605122136T,round_1,raise_now,True,likely_complete,seed round,False,up,,9.357143,,,,,47.142857,,,,,20.357143,,,,
87512028_605122136T,round_2,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
87512028_605122136T,round_3,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
87512028_605122136T,final,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
87512028_919782061T,initial,raise_now,True,likely_complete,seed round,True,up,,9.357143,,,,,47.142857,,,,,20.357143,,,,
87512028_919782061T,round_1,raise_now,True,likely_complete,seed round,True,up,,9.357143,,,,,47.142857,,,,,20.357143,,,,
87512028_919782061T,round_2,raise_now,True,likely_complete,seed round,True,up,,9.642857,,,,,48.214286,,,,,20.0,,,,
87512028_919782061T,round_3,raise_now,True,likely_complete,seed round,True,up,,9.642857,,,,,48.214286,,,,,20.0,,,,
87512028_919782061T,final,raise_now,True,likely_complete,seed round,True,up,,9.642857,,,,,48.214286,,,,,20.0,,,,
97714444_926438972T,initial,raise_now,True,likely_complete,seed round,False,up,,10.0,12.0,2.0,0.16666666666666666,True,50.0,,,,,20.0,,,,
97714444_926438972T,round_1,raise_now,True,likely_complete,seed round,False,up,,10.0,12.0,2.0,0.16666666666666666,True,50.0,,,,,20.0,,,,
97714444_926438972T,round_2,raise_now,True,likely_complete,seed round,False,up,,10.0,12.0,2.0,0.16666666666666666,True,50.0,,,,,20.0,,,,
97714444_926438972T,round_3,raise_now,True,likely_complete,seed round,False,up,,10.0,12.0,2.0,0.16666666666666666,True,50.0,,,,,20.0,,,,
97714444_926438972T,final,raise_now,True,likely_complete,seed round,False,up,,10.0,12.0,2.0,0.16666666666666666,True,50.0,,,,,20.0,,,,
101676742_333240762T,initial,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
101676742_333240762T,round_1,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
101676742_333240762T,round_2,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
101676742_333240762T,round_3,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
101676742_333240762T,final,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
103281360_917957046T,initial,raise_now,True,likely_complete,seed round,False,up,,10.0,0.55393458,9.44606542,17.052673295824935,False,50.0,,,,,20.0,,,,
103281360_917957046T,round_1,raise_now,True,likely_complete,seed round,False,up,,10.0,0.55393458,9.44606542,17.052673295824935,False,50.0,,,,,20.0,,,,
103281360_917957046T,round_2,raise_now,True,likely_complete,seed round,False,up,,10.0,0.55393458,9.44606542,17.052673295824935,False,50.0,,,,,20.0,,,,
103281360_917957046T,round_3,raise_now,True,likely_complete,seed round,False,up,,10.0,0.55393458,9.44606542,17.052673295824935,False,50.0,,,,,20.0,,,,
103281360_917957046T,final,raise_now,True,likely_complete,seed round,False,up,,10.0,0.55393458,9.44606542,17.052673295824935,False,50.0,,,,,20.0,,,,
108943275_273554390T,initial,raise_now,True,likely_complete,seed round,True,up,,9.357143,0.6,8.757143000000001,14.595238333333336,False,47.142857,,,,,20.357143,,,,
108943275_273554390T,round_1,raise_now,True,likely_complete,seed round,True,up,,9.357143,0.6,8.757143000000001,14.595238333333336,False,47.142857,,,,,20.357143,,,,
108943275_273554390T,round_2,raise_now,True,likely_complete,seed round,True,up,,10.0,0.6,9.4,15.666666666666668,False,50.0,,,,,20.0,,,,
108943275_273554390T,round_3,raise_now,True,likely_complete,seed round,True,up,,10.0,0.6,9.4,15.666666666666668,False,50.0,,,,,20.0,,,,
108943275_273554390T,final,raise_now,True,likely_complete,seed round,True,up,,10.0,0.6,9.4,15.666666666666668,False,50.0,,,,,20.0,,,,
108943275_242536412T,initial,raise_now,True,likely_complete,early stage vc,True,up,,1.0,2.728363,1.7283629999999999,0.6334798558696185,False,5.0,6.540691,1.5406909999999998,0.23555477548167308,True,25.0,46.8317837,21.831783700000003,0.46617450746382744,True
108943275_242536412T,round_1,raise_now,True,likely_complete,early stage vc,True,up,,1.0,2.728363,1.7283629999999999,0.6334798558696185,False,5.0,6.540691,1.5406909999999998,0.23555477548167308,True,25.0,46.8317837,21.831783700000003,0.46617450746382744,True
108943275_242536412T,round_2,raise_now,True,likely_complete,early stage vc,True,up,,1.0,2.728363,1.7283629999999999,0.6334798558696185,False,5.0,6.540691,1.5406909999999998,0.23555477548167308,True,25.0,46.8317837,21.831783700000003,0.46617450746382744,True
108943275_242536412T,round_3,raise_now,True,likely_complete,early stage vc,True,up,,1.0,2.728363,1.7283629999999999,0.6334798558696185,False,5.0,6.540691,1.5406909999999998,0.23555477548167308,True,25.0,46.8317837,21.831783700000003,0.46617450746382744,True
108943275_242536412T,final,raise_now,True,likely_complete,early stage vc,True,up,,1.0,2.728363,1.7283629999999999,0.6334798558696185,False,5.0,6.540691,1.5406909999999998,0.23555477548167308,True,25.0,46.8317837,21.831783700000003,0.46617450746382744,True
123268600_158462168T,initial,raise_now,True,likely_complete,seed round,True,up,,9.642857,,,,,48.214286,,,,,20.357143,,,,
123268600_158462168T,round_1,raise_now,True,likely_complete,seed round,True,up,,10.0,,,,,50.0,,,,,20.0,,,,
123268600_158462168T,round_2,raise_now,True,likely_complete,seed round,True,up,,10.0,,,,,50.0,,,,,20.0,,,,
123268600_158462168T,round_3,raise_now,True,likely_complete,seed round,True,up,,10.0,,,,,50.0,,,,,20.0,,,,
123268600_158462168T,final,raise_now,True,likely_complete,seed round,True,up,,10.0,,,,,50.0,,,,,20.0,,,,
123268600_221012973T,initial,raise_now,True,likely_complete,early stage vc,False,up,,10.0,,,,,50.0,25.0,25.0,1.0,False,20.0,,,,
123268600_221012973T,round_1,raise_now,True,likely_complete,seed round,True,up,,10.0,,,,,50.0,25.0,25.0,1.0,False,20.0,,,,
123268600_221012973T,round_2,raise_now,True,likely_complete,seed round,True,up,,10.0,,,,,50.0,25.0,25.0,1.0,False,20.0,,,,
123268600_221012973T,round_3,raise_now,True,likely_complete,seed round,True,up,,10.0,,,,,50.0,25.0,25.0,1.0,False,20.0,,,,
123268600_221012973T,final,raise_now,True,likely_complete,seed round,True,up,,10.0,,,,,50.0,25.0,25.0,1.0,False,20.0,,,,
123268600_143058813T,initial,raise_now,True,unlikely_complete,seed round,False,up,,10.0,2.0,8.0,4.0,False,50.0,,,,,20.0,,,,
123268600_143058813T,round_1,raise_now,True,unlikely_complete,seed round,False,up,,10.0,2.0,8.0,4.0,False,50.0,,,,,20.0,,,,
123268600_143058813T,round_2,raise_now,True,unlikely_complete,seed round,False,up,,10.0,2.0,8.0,4.0,False,50.0,,,,,20.0,,,,
123268600_143058813T,round_3,raise_now,True,unlikely_complete,seed round,False,up,,10.0,2.0,8.0,4.0,False,50.0,,,,,20.0,,,,
123268600_143058813T,final,raise_now,True,unlikely_complete,seed round,False,up,,10.0,2.0,8.0,4.0,False,50.0,,,,,20.0,,,,
134622385_526904228T,initial,raise_now,True,likely_complete,early stage vc,False,up,,10.0,0.784,9.216,11.755102040816325,False,50.0,3.48,46.52,13.367816091954024,False,20.0,,,,
134622385_526904228T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,10.0,0.784,9.216,11.755102040816325,False,50.0,3.48,46.52,13.367816091954024,False,20.0,,,,
134622385_526904228T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,10.0,0.784,9.216,11.755102040816325,False,50.0,3.48,46.52,13.367816091954024,False,20.0,,,,
134622385_526904228T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,10.0,0.784,9.216,11.755102040816325,False,50.0,3.48,46.52,13.367816091954024,False,20.0,,,,
134622385_526904228T,final,raise_now,True,likely_complete,early stage vc,False,up,,10.0,0.784,9.216,11.755102040816325,False,50.0,3.48,46.52,13.367816091954024,False,20.0,,,,
134622385_762593770T,initial,raise_now,True,likely_complete,early stage vc,True,up,,1.035714,2.2715,1.235786,0.5440396213955536,False,4.071429,,,,,23.928571,,,,
134622385_762593770T,round_1,raise_now,True,likely_complete,seed round,False,up,,1.035714,2.2715,1.235786,0.5440396213955536,False,4.071429,,,,,23.928571,,,,
134622385_762593770T,round_2,raise_now,True,likely_complete,seed round,False,up,,1.035714,2.2715,1.235786,0.5440396213955536,False,4.071429,,,,,23.928571,,,,
134622385_762593770T,round_3,raise_now,True,likely_complete,seed round,False,up,,1.035714,2.2715,1.235786,0.5440396213955536,False,4.071429,,,,,23.928571,,,,
134622385_762593770T,final,raise_now,True,likely_complete,seed round,False,up,,1.035714,2.2715,1.235786,0.5440396213955536,False,4.071429,,,,,23.928571,,,,
134622385_571168881T,initial,raise_now,True,likely_complete,early stage vc,False,up,,9.642857,0.02320539,9.61965161,414.5438456324156,False,49.285714,,,,,20.357143,,,,
134622385_571168881T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,9.642857,0.02320539,9.61965161,414.5438456324156,False,49.285714,,,,,20.357143,,,,
134622385_571168881T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,9.642857,0.02320539,9.61965161,414.5438456324156,False,49.285714,,,,,20.357143,,,,
134622385_571168881T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,9.642857,0.02320539,9.61965161,414.5438456324156,False,49.285714,,,,,20.357143,,,,
134622385_571168881T,final,raise_now,True,likely_complete,early stage vc,False,up,,9.642857,0.02320539,9.61965161,414.5438456324156,False,49.285714,,,,,20.357143,,,,
145718938_867839336T,initial,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
145718938_867839336T,round_1,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
145718938_867839336T,round_2,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
145718938_867839336T,round_3,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
145718938_867839336T,final,raise_now,True,likely_complete,seed round,False,up,,10.0,,,,,50.0,,,,,20.0,,,,
152916478_891084665T,initial,raise_now,True,likely_complete,seed round,True,up,,10.0,0.68,9.32,13.705882352941176,False,50.0,,,,,20.0,,,,
152916478_891084665T,round_1,raise_now,True,likely_complete,seed round,True,up,,10.0,0.68,9.32,13.705882352941176,False,50.0,,,,,20.0,,,,
152916478_891084665T,round_2,raise_now,True,likely_complete,seed round,True,up,,10.0,0.68,9.32,13.705882352941176,False,50.0,,,,,20.0,,,,
152916478_891084665T,round_3,raise_now,True,likely_complete,seed round,True,up,,10.0,0.68,9.32,13.705882352941176,False,50.0,,,,,20.0,,,,
152916478_891084665T,final,raise_now,True,likely_complete,seed round,True,up,,10.0,0.68,9.32,13.705882352941176,False,50.0,,,,,20.0,,,,
152916478_770543621T,initial,raise_now,True,likely_complete,early stage vc,False,up,,1.078571,4.4,3.321429,0.7548702272727272,False,2.078571,,,,,23.928571,,,,
152916478_770543621T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,1.078571,4.4,3.321429,0.7548702272727272,False,2.078571,,,,,23.928571,,,,
152916478_770543621T,round_2,raise_now,True,likely_complete,early stage vc,False,up,,1.078571,4.4,3.321429,0.7548702272727272,False,2.078571,,,,,23.928571,,,,
152916478_770543621T,round_3,raise_now,True,likely_complete,early stage vc,False,up,,1.078571,4.4,3.321429,0.7548702272727272,False,2.078571,,,,,23.928571,,,,
152916478_770543621T,final,raise_now,True,likely_complete,early stage vc,False,up,,1.078571,4.4,3.321429,0.7548702272727272,False,2.078571,,,,,23.928571,,,,
152916478_816603649T,initial,raise_now,True,likely_complete,early stage vc,False,up,,10.0,3.743051,6.2569490000000005,1.6716173517272408,False,50.0,7.9,42.1,5.329113924050633,False,20.0,47.38039446,27.380394459999998,0.5778844767346836,False
152916478_816603649T,round_1,raise_now,True,likely_complete,early stage vc,False,up,,10.0,3.743051,6.2569490000000005,1.6716173517272408,False,50.0,7.9,42.1,5.329113924050633,False,20.0,47.38039446,27.380394459999998,0.5778844767346836,False
