source_file,run_id,case_id,company_name,pred_financing_initiation,true_financing_initiation,financing_initiation_correct,pred_financing_completion,true_financing_completion,pred_deal_type,true_deal_type,deal_type_correct,pred_valuation_direction,true_valuation_direction,valuation_direction_correct,pred_deal_size_usd_m,true_deal_size_usd_m,deal_size_abs_error_usd_m,deal_size_abs_pct_error,deal_size_within_25pct,deal_size_within_50pct,pred_post_money_valuation_usd_m,true_post_money_valuation_usd_m,post_money_valuation_abs_error,post_money_valuation_abs_pct_error,post_money_valuation_within_25pct,post_money_valuation_within_50pct,pred_investor_ownership_pct,true_investor_ownership_pct,investor_ownership_abs_error,investor_ownership_abs_pct_error,investor_ownership_within_25pct,investor_ownership_within_50pct
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,152916478_579647233T,152916478,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,seed round,False,up,up,True,9.785714,0.5,9.285714,18.571428,False,False,24.785714,9.999999,14.785714999999998,1.4785716478571644,False,False,25.0,54.25599884,29.255998839999997,0.539221458741833,False,False
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,178378902_721357216T,178378902,raise_now,raise_now,True,likely_complete,likely_complete,seed round,early stage vc,False,up,,,2.857143,,,,,,14.285714,,,,,,25.0,,,,,
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,197258275_777840969T,197258275,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,1.964286,0.38880958,1.57547642,4.0520514437941575,False,False,7.857143,,,,,,25.0,,,,,
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,197258275_428207586T,197258275,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,later stage vc,False,up,,,1.157143,,,,,,2.142857,,,,,,25.0,,,,,
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,218034134_459544862T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,,,2.464286,3.592405,1.1281189999999999,0.3140289026432153,False,True,9.857143,7.292405,2.564738000000001,0.35169988501735727,False,True,25.0,49.2622823,24.262282300000003,0.4925123475247512,False,True
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,218034134_081995870T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,up,True,7.292405,3.774843,3.5175619999999994,0.9318432581169599,False,False,14.58481,18.374842,3.790032000000002,0.20626201847068953,True,True,49.262282,57.82677559,8.564493589999998,0.14810602013716737,True,True
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,218034134_879239922T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,early stage vc,True,up,up,True,7.5,3.25,4.25,1.3076923076923077,False,False,25.0,32.75,7.75,0.2366412213740458,True,True,35.0,61.7447138,26.7447138,0.433149854522445,False,True
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,218034134_453064052T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,later stage vc,False,up,up,True,5.142857,21.749998,16.607141000000002,0.7635467828548766,False,False,42.5,90.999993,48.499993,0.5329669970414174,False,False,55.0,68.05188141,13.051881409999993,0.19179310166848765,True,True
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,218034134_154346820T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,later stage vc,later stage vc,True,up,down,False,50.0,29.5,20.5,0.6949152542372882,False,False,150.0,100.0,50.0,0.5,False,True,55.0,76.87188979,21.871889789999997,0.2845238987847185,False,True
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,218034134_219205641T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,later stage vc,later stage vc,True,up,up,True,49.285714,56.0,6.714286000000001,0.11989796428571431,True,True,147.857143,272.122252,124.265109,0.456651773556541,False,True,55.0,68.84203287,13.842032869999997,0.20106949625004583,True,True
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,218034134_432173479T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,later stage vc,later stage vc,True,up,,,75.0,,,,,,425.0,,,,,,65.0,,,,,
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,218034134_144126445T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,later stage vc,later stage vc,True,up,,,67.857143,83.0,15.142857000000006,0.18244406024096393,True,True,327.714286,1100.0,772.285714,0.7020779218181818,False,False,38.571429,71.92978733,33.358358329999994,0.463762782683595,False,True
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,218034134_616369767T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,later stage vc,later stage vc,True,up,,,150.0,,,,,,1300.0,,,,,,65.0,,,,,
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,218034134_402957630T,218034134,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,secondary transaction private,False,up,,,15.0,,,,,,60.0,,,,,,25.0,,,,,
outputs/batch/pitchbook_005/run_001/results.jsonl,run_001,231347739_136848807T,231347739,raise_now,raise_now,True,likely_complete,likely_complete,early stage vc,later stage vc,False,up,,,1.964286,,,,,,7.857143,,,,,,25.0,,,,,
